name;rating;genre;year;votes;director;writer;star;country;budget;gross;company;;
The Lunchbox;PG;Drama;2013;52000.0;Ritesh Batra;Ritesh Batra;Irrfan Khan;India;1000000.0;11621777.0;Sikhya Entertainment;;
New World;Not Rated;Action;2013;21000.0;Park Hoon-jung;Park Hoon-jung;Jung-jae Lee;South Korea;;31673928.0;Sanai Pictures;;
Charlie Countryman;R;Action;2013;28000.0;Fredrik Bond;Matt Drake;Shia LaBeouf;United States;;443990.0;Media Pro Pictures;;
Getaway;PG-13;Action;2013;23000.0;Courtney Solomon;Sean Finegan;Ethan Hawke;United States;18000000.0;11806432.0;After Dark Films;;
Guardians of the Galaxy;PG-13;Action;2014;1100000.0;James Gunn;James Gunn;Chris Pratt;United States;170000000.0;773350147.0;Marvel Studios;;
Interstellar;PG-13;Adventure;2014;1600000.0;Christopher Nolan;Jonathan Nolan;Matthew McConaughey;United States;165000000.0;701729206.0;Paramount Pictures;;
John Wick;R;Action;2014;565000.0;Chad Stahelski;Derek Kolstad;Keanu Reeves;United States;20000000.0;86081711.0;Summit Entertainment;;
Edge of Tomorrow;PG-13;Action;2014;620000.0;Doug Liman;Christopher McQuarrie;Tom Cruise;United States;178000000.0;370541256.0;Warner Bros.;;
Gone Girl;R;Drama;2014;893000.0;David Fincher;Gillian Flynn;Ben Affleck;United States;61000000.0;369330363.0;Twentieth Century Fox;;
Captain America: The Winter Soldier;PG-13;Action;2014;764000.0;Anthony Russo;Christopher Markus;Chris Evans;United States;170000000.0;714421503.0;Marvel Entertainment;;
The Grand Budapest Hotel;R;Adventure;2014;734000.0;Wes Anderson;Stefan Zweig;Ralph Fiennes;United States;25000000.0;172945750.0;Fox Searchlight Pictures;;
Whiplash;R;Drama;2014;749000.0;Damien Chazelle;Damien Chazelle;Miles Teller;United States;3300000.0;49396747.0;Bold Films;;
Kingsman: The Secret Service;R;Action;2014;607000.0;Matthew Vaughn;Jane Goldman;Colin Firth;United Kingdom;81000000.0;414351546.0;Twentieth Century Fox;;
Ex Machina;R;Drama;2014;493000.0;Alex Garland;Alex Garland;Alicia Vikander;United Kingdom;15000000.0;36869414.0;A24;;
Divergent;PG-13;Action;2014;435000.0;Neil Burger;Evan Daugherty;Shailene Woodley;United States;85000000.0;288885818.0;Summit Entertainment;;
Nightcrawler;R;Crime;2014;486000.0;Dan Gilroy;Dan Gilroy;Jake Gyllenhaal;United States;8500000.0;47398992.0;Bold Films;;
The Hobbit: The Battle of the Five Armies;PG-13;Adventure;2014;487000.0;Peter Jackson;Fran Walsh;Ian McKellen;New Zealand;250000000.0;962182865.0;New Line Cinema;;
The Equalizer;R;Action;2014;344000.0;Antoine Fuqua;Richard Wenk;Denzel Washington;United States;55000000.0;192330738.0;Columbia Pictures;;
The Maze Runner;PG-13;Action;2014;431000.0;Wes Ball;Noah Oppenheim;Dylan O'Brien;United States;34000000.0;348319861.0;Twentieth Century Fox;;
Lucy;R;Action;2014;460000.0;Luc Besson;Luc Besson;Scarlett Johansson;France;40000000.0;458863600.0;EuropaCorp;;
Chef;R;Adventure;2014;202000.0;Jon Favreau;Jon Favreau;Jon Favreau;United States;11000000.0;48428048.0;Aldamisa Entertainment;;
What We Do in the Shadows;R;Comedy;2014;164000.0;Jemaine Clement;Jemaine Clement;Jemaine Clement;New Zealand;1600000.0;7253160.0;Unison Films;;
The Imitation Game;PG-13;Biography;2014;707000.0;Morten Tyldum;Graham Moore;Benedict Cumberbatch;United Kingdom;14000000.0;233555708.0;Black Bear Pictures;;
Fury;R;Action;2014;442000.0;David Ayer;David Ayer;Brad Pitt;United States;68000000.0;211822697.0;Columbia Pictures;;
X-Men: Days of Future Past;PG-13;Action;2014;673000.0;Bryan Singer;Simon Kinberg;Patrick Stewart;United States;200000000.0;746045700.0;Twentieth Century Fox;;
Predestination;R;Action;2014;262000.0;Michael Spierig;Michael Spierig;Ethan Hawke;Australia;5100000.0;4942449.0;Screen Australia;;
The Purge: Anarchy;R;Action;2014;143000.0;James DeMonaco;James DeMonaco;Frank Grillo;United States;9000000.0;111928365.0;Universal Pictures;;
It Follows;R;Horror;2014;217000.0;David Robert Mitchell;David Robert Mitchell;Maika Monroe;United States;1000000.0;21947454.0;Northern Lights Films;;
Blended;PG-13;Comedy;2014;124000.0;Frank Coraci;Ivan Menchell;Adam Sandler;United States;40000000.0;127994610.0;Gulfstream Pictures;;
Hercules;PG;Adventure;1983;3600.0;Luigi Cozzi;Luigi Cozzi;Lou Ferrigno;Italy;2500000.0;10676194.0;Cannon Films Inc.;;
Hercules;G;Animation;1997;212000.0;Ron Clements;Ron Clements;Tate Donovan;United States;85000000.0;252712101.0;Walt Disney Pictures;;
Hercules;PG-13;Action;2014;149000.0;Brett Ratner;Ryan J. Condal;Dwayne Johnson;United States;100000000.0;244819862.0;Paramount Pictures;;
The Judge;R;Crime;2014;183000.0;David Dobkin;Nick Schenk;Robert Downey Jr.;United States;50000000.0;84419388.0;Warner Bros.;;
Annie;PG;Comedy;1982;41000.0;John Huston;Carol Sobieski;Aileen Quinn;United States;50000000.0;57063861.0;Columbia Pictures;;
Annie;PG;Comedy;2014;35000.0;Will Gluck;Will Gluck;Quvenzhan�� Wallis;United States;65000000.0;136853506.0;Marcy Media;;
Godzilla;PG-13;Action;1998;186000.0;Roland Emmerich;Dean Devlin;Matthew Broderick;Japan;130000000.0;379014294.0;Centropolis Film Productions;;
Godzilla;PG-13;Action;2014;394000.0;Gareth Edwards;Ishir�� Honda;Aaron Taylor-Johnson;United States;160000000.0;524976069.0;Warner Bros.;;
The Giver;PG-13;Drama;2014;114000.0;Phillip Noyce;Michael Mitnick;Brenton Thwaites;United States;25000000.0;66980456.0;Tonik Productions;;
300: Rise of an Empire;R;Action;2014;286000.0;Noam Murro;Zack Snyder;Sullivan Stapleton;United States;110000000.0;337580051.0;Warner Bros.;;
American Sniper;R;Action;2014;451000.0;Clint Eastwood;Jason Hall;Bradley Cooper;United States;58800000.0;547426372.0;Warner Bros.;;
Love;0.7413793103448276;R;Comedy;October 22, 2014 (United Kingdom);127000.0;Christian Ditter;Juliette Towhidi;Lily Collins;Germany;;25574387.0;102.0;
The Amazing Spider-Man 2;PG-13;Action;2014;427000.0;Marc Webb;Alex Kurtzman;Andrew Garfield;United States;200000000.0;708982323.0;Marvel Enterprises;;
Maleficent;PG;Action;2014;353000.0;Robert Stromberg;Linda Woolverton;Angelina Jolie;United States;180000000.0;758411779.0;Jolie Pas;;
Into the Woods;PG;Adventure;2014;135000.0;Rob Marshall;James Lapine;Anna Kendrick;United States;50000000.0;212902372.0;BBL Motion Picture Studios;;
Unbroken;PG-13;Action;2014;155000.0;Angelina Jolie;Joel Coen;Jack O'Connell;United States;65000000.0;161459297.0;3 Arts Entertainment;;
The Hunger Games: Mockingjay - Part 1;PG-13;Action;2014;424000.0;Francis Lawrence;Peter Craig;Jennifer Lawrence;United States;125000000.0;755356711.0;Lionsgate;;
Tusk;R;Comedy;2014;48000.0;Kevin Smith;Kevin Smith;Justin Long;Canada;3000000.0;1882074.0;SModcast Pictures;;
Night at the Museum: Secret of the Tomb;PG;Adventure;2014;111000.0;Shawn Levy;David Guion;Ben Stiller;United Kingdom;127000000.0;363204635.0;Twentieth Century Fox;;
The Fault in Our Stars;PG-13;Drama;2014;352000.0;Josh Boone;Scott Neustadter;Shailene Woodley;United States;12000000.0;307166834.0;Fox 2000 Pictures;;
As Above;0.6196319018404908;R;Horror;August 29, 2014 (United States);83000.0;John Erick Dowdle;John Erick Dowdle;Perdita Weeks;United States;5000000.0;41898409.0;93.0;
Annabelle;R;Horror;2014;147000.0;John R. Leonetti;Gary Dauberman;Ward Horton;United States;6500000.0;257579282.0;New Line Cinema;;
Boyhood;R;Drama;2014;341000.0;Richard Linklater;Richard Linklater;Ellar Coltrane;United States;4000000.0;48137666.0;IFC Productions;;
The Theory of Everything;PG-13;Biography;2014;417000.0;James Marsh;Anthony McCarten;Eddie Redmayne;United Kingdom;15000000.0;123726688.0;Working Title Films;;
The Expendables 3;PG-13;Action;2014;173000.0;Patrick Hughes;Sylvester Stallone;Sylvester Stallone;France;80000000.0;214657577.0;Lionsgate;;
The Interview;R;Action;2014;313000.0;Evan Goldberg;Dan Sterling;James Franco;United States;44000000.0;11782625.0;Columbia Pictures;;
The Drop;R;Crime;2014;146000.0;Micha��l R. Roskam;Dennis Lehane;Tom Hardy;United States;12600000.0;18658381.0;Big Screen Productions;;
Transformers: Age of Extinction;PG-13;Action;2014;302000.0;Michael Bay;Ehren Kruger;Mark Wahlberg;United States;210000000.0;1104054072.0;Paramount Pictures;;
Inherent Vice;R;Comedy;2014;97000.0;Paul Thomas Anderson;Paul Thomas Anderson;Joaquin Phoenix;United States;20000000.0;14710975.0;Ghoulardi Film Company;;
Neighbors;R;Comedy;1981;7600.0;John G. Avildsen;Thomas Berger;John Belushi;United States;8500000.0;29916207.0;Columbia Pictures;;
Neighbors;R;Comedy;2014;294000.0;Nicholas Stoller;Andrew Jay Cohen;Seth Rogen;United States;18000000.0;270665134.0;Good Universe;;
The Babadook;Not Rated;Drama;2014;203000.0;Jennifer Kent;Jennifer Kent;Essie Davis;Australia;2000000.0;10312540.0;Screen Australia;;
Sex Tape;R;Comedy;2014;109000.0;Jake Kasdan;Kate Angelo;Jason Segel;United States;40000000.0;126069509.0;Columbia Pictures;;
The Other Woman;PG-13;Comedy;2014;133000.0;Nick Cassavetes;Melissa K. Stack;Cameron Diaz;United States;40000000.0;196710396.0;Twentieth Century Fox;;
Wild Tales;R;Comedy;2014;184000.0;Dami��n Szifron;Germ��n Servidio;Dar��o Grandinetti;Argentina;3300000.0;30642704.0;Kramer & Sigman Films;;
Wild;R;Adventure;2014;123000.0;Jean-Marc Vall��e;Nick Hornby;Reese Witherspoon;United States;15000000.0;52501541.0;Bob Industries;;
Foxcatcher;R;Biography;2014;137000.0;Bennett Miller;E. Max Frye;Steve Carell;United States;24000000.0;19206513.0;Annapurna Pictures;;
The Guest;R;Action;2014;95000.0;Adam Wingard;Simon Barrett;Dan Stevens;United States;5000000.0;2700051.0;HanWay Films;;
Teenage Mutant Ninja Turtles;PG;Action;1990;88000.0;Steve Barron;Kevin Eastman;Judith Hoag;United States;13500000.0;201965915.0;888 Productions;;
Teenage Mutant Ninja Turtles;PG-13;Action;2014;203000.0;Jonathan Liebesman;Josh Appelbaum;Megan Fox;United States;125000000.0;485004754.0;Paramount Pictures;;
RoboCop;R;Action;1987;240000.0;Paul Verhoeven;Edward Neumeier;Peter Weller;United States;13000000.0;53424681.0;Orion Pictures;;
RoboCop;PG-13;Action;2014;219000.0;Jos�� Padilha;Joshua Zetumer;Joel Kinnaman;United States;100000000.0;242688965.0;Metro-Goldwyn-Mayer (MGM);;
22 Jump Street;R;Action;2014;354000.0;Phil Lord;Michael Bacall;Channing Tatum;United States;50000000.0;331333876.0;Columbia Pictures;;
Dawn of the Planet of the Apes;PG-13;Action;2014;419000.0;Matt Reeves;Mark Bomback;Gary Oldman;United States;170000000.0;710644566.0;Chernin Entertainment;;
Sin City: A Dame to Kill for;R;Action;2014;155000.0;Frank Miller;Frank Miller;Mickey Rourke;United States;65000000.0;39407616.0;Aldamisa Entertainment;;
Brick Mansions;PG-13;Action;2014;41000.0;Camille Delamarre;Luc Besson;Paul Walker;France;28000000.0;71416730.0;Relativity Media;;
Vampire Academy;PG-13;Action;2014;53000.0;Mark Waters;Richelle Mead;Zoey Deutch;United States;30000000.0;15642346.0;Angry Films;;
The Monuments Men;PG-13;Comedy;2014;127000.0;George Clooney;George Clooney;George Clooney;United States;70000000.0;156706638.0;Columbia Pictures;;
Honeymoon;R;Drama;2014;25000.0;Leigh Janiak;Phil Graziadei;Rose Leslie;United States;1000000.0;24343.0;Fewlas Entertainment;;
Dumb and Dumber to;PG-13;Comedy;2014;131000.0;Bobby Farrelly;Sean Anders;Jim Carrey;United States;40000000.0;169837010.0;Universal Pictures;;
Before We Go;PG-13;Comedy;2014;54000.0;Chris Evans;Ronald Bass;Chris Evans;United States;;462875.0;G4 Productions;;
How to Train Your Dragon 2;PG;Animation;2014;313000.0;Dean DeBlois;Dean DeBlois;Jay Baruchel;United States;145000000.0;621537519.0;DreamWorks Animation;;
Noah;PG-13;Action;2014;246000.0;Darren Aronofsky;Darren Aronofsky;Russell Crowe;United States;125000000.0;359200044.0;Paramount Pictures;;
A Walk Among the Tombstones;R;Action;2014;115000.0;Scott Frank;Lawrence Block;Liam Neeson;United States;28000000.0;58834384.0;1984 Private Defense Contractors;;
Need for Speed;PG-13;Action;2014;165000.0;Scott Waugh;George Gatins;Aaron Paul;United States;66000000.0;203277636.0;Dreamworks Pictures;;
Seventh Son;PG-13;Action;2014;74000.0;Sergei Bodrov;Charles Leavitt;Ben Barnes;United States;95000000.0;114178613.0;Beijing Skywheel Entertainment Co.;;
Exodus: Gods and Kings;PG-13;Action;2014;162000.0;Ridley Scott;Adam Cooper;Christian Bale;United Kingdom;140000000.0;268175631.0;Chernin Entertainment;;
A Million Ways to Die in the West;R;Comedy;2014;181000.0;Seth MacFarlane;Seth MacFarlane;Seth MacFarlane;United States;40000000.0;87189756.0;Bluegrass Films;;
The Best of Me;PG-13;Drama;2014;68000.0;Michael Hoffman;Nicholas Sparks;James Marsden;United States;26000000.0;38609668.0;DiNovi Pictures;;
Demolition;R;Comedy;2015;93000.0;Jean-Marc Vall��e;Bryan Sipe;Jake Gyllenhaal;United States;10000000.0;4366460.0;Black Label Media;;
Daddy's Home;PG-13;Comedy;2015;112000.0;Sean Anders;Brian Burns;Will Ferrell;United States;50000000.0;242786137.0;Paramount Pictures;;
Mr. Right;R;Action;2015;52000.0;Paco Cabezas;Max Landis;Anna Kendrick;United States;8000000.0;607595.0;Amasia Entertainment;;
Magic Mike XXL;R;Comedy;2015;53000.0;Gregory Jacobs;Reid Carolin;Channing Tatum;United States;14800000.0;117813057.0;Warner Bros.;;
The DUFF;PG-13;Comedy;2015;87000.0;Ari Sandel;Josh A. Cagan;Mae Whitman;United States;8500000.0;43709744.0;CBS Films;;
Trumbo;R;Biography;2015;78000.0;Jay Roach;John McNamara;Bryan Cranston;United States;15000000.0;11430025.0;Bleecker Street Films;;
Knight of Cups;R;Drama;2015;26000.0;Terrence Malick;Terrence Malick;Christian Bale;United States;;1026288.0;Dogwood Films;;
The Stanford Prison Experiment;R;Biography;2015;40000.0;Kyle Patrick Alvarez;Tim Talbott;Ezra Miller;United States;;663114.0;Coup d'Etat Films;;
The Longest Ride;PG-13;Drama;2015;79000.0;George Tillman Jr.;Nicholas Sparks;Scott Eastwood;United States;34000000.0;62944815.0;Fox 2000 Pictures;;
Victor Frankenstein;PG-13;Drama;2015;54000.0;Paul McGuigan;Max Landis;Daniel Radcliffe;United Kingdom;65000000.0;34227298.0;Davis Entertainment;;
Insidious: Chapter 3;PG-13;Horror;2015;97000.0;Leigh Whannell;Leigh Whannell;Dermot Mulroney;Canada;10000000.0;112983889.0;Gramercy Pictures (I);;
Goosebumps;PG;Adventure;2015;83000.0;Rob Letterman;Darren Lemke;Jack Black;United States;58000000.0;158261424.0;Sony Pictures Animation;;
Aloha;PG-13;Comedy;2015;64000.0;Cameron Crowe;Cameron Crowe;Bradley Cooper;United States;37000000.0;26250020.0;Columbia Pictures;;
A Bigger Splash;R;Drama;2015;28000.0;Luca Guadagnino;David Kajganich;Tilda Swinton;Italy;;7545758.0;Frenesy Film Company;;
The Wedding Ringer;R;Comedy;2015;72000.0;Jeremy Garelick;Jeremy Garelick;Kevin Hart;United States;23000000.0;79799880.0;LStar Capital;;
Sisters;R;Comedy;2015;64000.0;Jason Moore;Paula Pell;Amy Poehler;United States;30000000.0;105011053.0;Little Stranger;;
Secret in Their Eyes;PG-13;Crime;2015;46000.0;Billy Ray;Billy Ray;Chiwetel Ejiofor;United States;19500000.0;34854990.0;IM Global;;
Irrational Man;R;Comedy;2015;60000.0;Woody Allen;Woody Allen;Joaquin Phoenix;United States;11000000.0;27391084.0;Gravier Productions;;
Wild Card;R;Action;2015;53000.0;Simon West;William Goldman;Jason Statham;United States;30000000.0;6738764.0;Lionsgate;;
Paper Towns;PG-13;Adventure;2015;98000.0;Jake Schreier;Scott Neustadter;Nat Wolff;United States;12000000.0;85512300.0;Fox 2000 Pictures;;
The Lady in the Van;PG-13;Biography;2015;27000.0;Nicholas Hytner;Alan Bennett;Maggie Smith;United Kingdom;6000000.0;41387687.0;BBC Films;;
Child 44;R;Crime;2015;68000.0;Daniel Espinosa;Richard Price;Tom Hardy;Czech Republic;50000000.0;12951093.0;Summit Entertainment;;
The Wave;R;Action;2015;35000.0;Roar Uthaug;John K��re Raake;Kristoffer Joner;Norway;;12975143.0;Fantefilm;;
A Man Called Ove;PG-13;Comedy;2015;50000.0;Hannes Holm;Hannes Holm;Rolf Lassg��rd;Sweden;;30692889.0;Tre V��nner Produktion AB;;
Beasts of No Nation;TV-MA;Drama;2015;76000.0;Cary Joji Fukunaga;Cary Joji Fukunaga;Abraham Attah;United States;6000000.0;90777.0;Red Crown Productions;;
Me and Earl and the Dying Girl;PG-13;Comedy;2015;126000.0;Alfonso Gomez-Rejon;Jesse Andrews;Thomas Mann;United States;8000000.0;9074749.0;Fox Searchlight Pictures;;
Sleeping with Other People;R;Comedy;2015;42000.0;Leslye Headland;Leslye Headland;Jason Sudeikis;United States;;3224947.0;Gloria Sanchez Productions;;
Concussion;PG-13;Biography;2015;89000.0;Peter Landesman;Peter Landesman;Will Smith;United Kingdom;35000000.0;48623572.0;LStar Capital;;
The Diary of a Teenage Girl;R;Comedy;2015;30000.0;Marielle Heller;Phoebe Gloeckner;Bel Powley;United States;2000000.0;1775133.0;Caviar;;
The Walk;PG;Action;2015;123000.0;Robert Zemeckis;Robert Zemeckis;Joseph Gordon-Levitt;United States;35000000.0;61181942.0;Sony Pictures Entertainment (SPE);;
Tangerine;R;Comedy;2015;28000.0;Sean Baker;Sean Baker;Kitana Kiki Rodriguez;United States;100000.0;828874.0;Duplass Brothers Productions;;
A Walk in the Woods;R;Adventure;2015;26000.0;Ken Kwapis;Michael Arndt;Robert Redford;United States;8000000.0;37461274.0;Route One Entertainment;;
Sinister 2;R;Horror;2015;50000.0;Ciar��n Foy;Scott Derrickson;James Ransone;United States;10000000.0;53329150.0;Entertainment One;;
Summertime;Not Rated;Drama;2015;4500.0;Catherine Corsini;Catherine Corsini;C��cile de France;France;;3778938.0;Chaz Productions;;
Anomalisa;R;Animation;2015;68000.0;Duke Johnson;Charlie Kaufman;David Thewlis;United Kingdom;8000000.0;5659286.0;Paramount Animation;;
The Blackcoat's Daughter;R;Horror;2015;20000.0;Oz Perkins;Oz Perkins;Emma Roberts;Canada;;38348.0;Paris Film;;
Mississippi Grind;R;Comedy;2015;22000.0;Anna Boden;Anna Boden;Ben Mendelsohn;United States;6000000.0;422746.0;Sycamore Pictures;;
Attack on Titan Part 1;Not Rated;Action;2015;13000.0;Shinji Higuchi;Hajime Isayama;Haruma Miura;Japan;;30810658.0;K��dansha;;
Woman in Gold;PG-13;Biography;2015;56000.0;Simon Curtis;Alexi Kaye Campbell;Helen Mirren;United Kingdom;11000000.0;61619773.0;Origin Pictures;;
Eddie the Eagle;PG-13;Biography;2015;88000.0;Dexter Fletcher;Simon Kelton;Taron Egerton;United Kingdom;23000000.0;46152800.0;Hurwitz Creative;;
Eye in the Sky;R;Action;2015;81000.0;Gavin Hood;Guy Hibbert;Helen Mirren;United Kingdom;13000000.0;35259653.0;Raindog Films;;
The Second Best Exotic Marigold Hotel;PG;Comedy;2015;32000.0;John Madden;Ol Parker;Judi Dench;United Kingdom;10000000.0;85978292.0;Blueprint Pictures;;
Tumbledown;R;Comedy;2015;6800.0;Sean Mewshaw;Sean Mewshaw;Rebecca Hall;United States;;282083.0;BRON Studios;;
Poltergeist;PG;Horror;1982;148000.0;Tobe Hooper;Steven Spielberg;JoBeth Williams;United States;10700000.0;77142388.0;Metro-Goldwyn-Mayer (MGM);;
Poltergeist;PG-13;Horror;2015;56000.0;Gil Kenan;David Lindsay-Abaire;Sam Rockwell;United States;35000000.0;95437994.0;Fox 2000 Pictures;;
The Meddler;PG-13;Comedy;2015;12000.0;Lorene Scafaria;Lorene Scafaria;Susan Sarandon;United States;3200000.0;5425148.0;Anonymous Content;;
We Are Your Friends;R;Drama;2015;37000.0;Max Joseph;Max Joseph;Zac Efron;United Kingdom;2000000.0;11122090.0;StudioCanal;;
Into the Forest;R;Drama;2015;20000.0;Patricia Rozema;Patricia Rozema;Elliot Page;Canada;;92166.0;Rhombus Media;;
Grandma;R;Comedy;2015;15000.0;Paul Weitz;Paul Weitz;Lily Tomlin;United States;600000.0;7205073.0;Depth of Field;;
Bajirao Mastani;Not Rated;Action;2015;32000.0;Sanjay Leela Bhansali;Nagnath S. Inamdar;Ranveer Singh;India;;11350917.0;Bhansali Productions;;
By the Sea;R;Drama;2015;19000.0;Angelina Jolie;Angelina Jolie;Brad Pitt;France;10000000.0;3334927.0;Universal Pictures;;
Mortdecai;R;Action;2015;69000.0;David Koepp;Eric Aronson;Johnny Depp;United Kingdom;60000000.0;47275717.0;MWM Studios;;
I'll See You in My Dreams;PG-13;Comedy;2015;7100.0;Brett Haley;Brett Haley;Blythe Danner;United States;;7452512.0;Two Flints;;
Maggie;PG-13;Drama;2015;43000.0;Henry Hobson;John Scott 3;Arnold Schwarzenegger;United States;;1663165.0;Lionsgate;;
Project Almanac;PG-13;Drama;2015;77000.0;Dean Israelite;Jason Pagan;Amy Landecker;United States;12000000.0;33213241.0;Insurge Pictures;;
Regression;R;Crime;2015;38000.0;Alejandro Amen��bar;Alejandro Amen��bar;Ethan Hawke;Spain;;17671101.0;Mod Producciones;;
True Story;R;Biography;2015;65000.0;Rupert Goold;Rupert Goold;James Franco;United States;;5261595.0;New Regency Productions;;
The Man Who Knew Infinity;PG-13;Biography;2015;53000.0;Matt Brown;Matt Brown;Dev Patel;United Kingdom;10000000.0;12252684.0;Pressman Film;;
The Transporter Refueled;PG-13;Action;2015;40000.0;Camille Delamarre;Adam Cooper;Ed Skrein;France;;72629670.0;EuropaCorp;;
Z for Zachariah;PG-13;Drama;2015;29000.0;Craig Zobel;Nissar Modi;Chiwetel Ejiofor;Iceland;7500000.0;381839.0;Silver Reel;;
Equals;PG-13;Drama;2015;29000.0;Drake Doremus;Nathan Parker;Nicholas Hoult;United States;16000000.0;2084628.0;Freedom Media;;
Dope;R;Adventure;2015;82000.0;Rick Famuyiwa;Rick Famuyiwa;Shameik Moore;United States;7000000.0;17986781.0;i am OTHER;;
Land of Mine;R;Drama;2015;38000.0;Martin Zandvliet;Martin Zandvliet;Roland M��ller;Denmark;;3169553.0;Nordisk Film;;
Hot Pursuit;PG-13;Comedy;1987;3500.0;Steven Lisberger;Steven Lisberger;John Cusack;United States;;4215849.0;RKO Pictures;;
Hot Pursuit;PG-13;Action;2015;49000.0;Anne Fletcher;David Feeney;Reese Witherspoon;United States;35000000.0;51380201.0;Metro-Goldwyn-Mayer (MGM);;
Krampus;PG-13;Comedy;2015;66000.0;Michael Dougherty;Todd Casey;Adam Scott;United States;15000000.0;61548707.0;Legendary Entertainment;;
Bajrangi Bhaijaan;Not Rated;Action;2015;79000.0;Kabir Khan;Vijayendra Prasad;Salman Khan;India;;121126188.0;Eros Worldwide;;
The Lure;Not Rated;Drama;2015;7200.0;Agnieszka Smoczynska;Robert Bolesto;Marta Mazurek;Poland;;108846.0;Wytw��rnia Film��w Dokumentalnych i Fabularnych (WFDiF);;
The Gunman;R;Action;2015;40000.0;Pierre Morel;Jean-Patrick Manchette;Sean Penn;United States;40000000.0;24177137.0;Open Road Films (II);;
The Night Before;R;Comedy;2015;68000.0;Jonathan Levine;Jonathan Levine;Joseph Gordon-Levitt;United States;25000000.0;52395996.0;Columbia Pictures;;
90 Minutes in Heaven;PG-13;Drama;2015;3500.0;Michael Polish;Michael Polish;Kate Bosworth;United States;5000000.0;4842699.0;Astute Films;;
Tale of Tales;R;Drama;2015;27000.0;Matteo Garrone;Edoardo Albinati;Salma Hayek;Italy;;5497104.0;Archimede;;
Ip Man 3;PG-13;Action;2015;51000.0;Wilson Yip;Tai-lee Chan;Donnie Yen;China;36000000.0;157029618.0;Golden Harvest Company;;
McFarland;0.7485380116959064;PG;Biography;February 20, 2015 (United States);36000.0;Niki Caro;Christopher Cleveland;Kevin Costner;United States;17000000.0;45710059.0;129.0;
Rock the Kasbah;R;Comedy;2015;11000.0;Barry Levinson;Mitch Glazer;Bill Murray;United States;15000000.0;3394174.0;Covert Media;;
The Sea of Trees;PG-13;Drama;2015;15000.0;Gus Van Sant;Chris Sparling;Matthew McConaughey;United States;25000000.0;906995.0;Bloom;;
The Lazarus Effect;PG-13;Horror;2015;42000.0;David Gelb;Luke Dawson;Olivia Wilde;United States;3300000.0;38356892.0;Blumhouse Productions;;
Love the Coopers;PG-13;Comedy;2015;22000.0;Jessie Nelson;Steven Rogers;Steve Martin;United States;17000000.0;42426912.0;CBS Films;;
The 33;PG-13;Biography;2015;37000.0;Patricia Riggen;Mikko Alanne;Antonio Banderas;Chile;26000000.0;27972023.0;Alcon Entertainment;;
The Little Prince;PG;Animation;2015;58000.0;Mark Osborne;Irena Brignull;Jeff Bridges;France;81200000.0;97571250.0;Onyx Films;;
Louder Than Bombs;R;Drama;2015;12000.0;Joachim Trier;Joachim Trier;Jesse Eisenberg;Norway;11000000.0;1160724.0;Motlys;;
The Gallows;R;Horror;2015;20000.0;Travis Cluff;Chris Lofing;Reese Mishler;United States;100000.0;42964410.0;New Line Cinema;;
The Ones Below;R;Drama;2015;9700.0;David Farr;David Farr;Cl��mence Po��sy;United Kingdom;;121827.0;Cuba Pictures;;
Southbound;R;Horror;2015;17000.0;Directors;Matt Bettinelli-Olpin;Chad Villella;United States;;35275.0;Soapbox Films;;
Men & Chicken;Not Rated;Comedy;2015;11000.0;Anders Thomas Jensen;Anders Thomas Jensen;David Dencik;Denmark;;4765472.0;M&M Productions;;
Hyena Road;R;Action;2015;7300.0;Paul Gross;Paul Gross;Rossif Sutherland;Canada;;87768.0;Rhombus Media;;
Slow West;R;Action;2015;44000.0;John Maclean;John Maclean;Kodi Smit-McPhee;United Kingdom;2000000.0;1295574.0;Film4;;
The End of the Tour;R;Biography;2015;29000.0;James Ponsoldt;Donald Margulies;Jason Segel;United States;;3072991.0;Modern Man Films;;
Cop Car;R;Crime;2015;31000.0;Jon Watts;Jon Watts;Kevin Bacon;United States;800000.0;143658.0;Audax Films;;
The Daughter;;Drama;2015;4900.0;Simon Stone;Simon Stone;Geoffrey Rush;Australia;;1505434.0;Screen NSW;;
Jem and the Holograms;PG;Adventure;2015;7500.0;Jon M. Chu;Ryan Landels;Aubrey Peeples;United States;5000000.0;2333684.0;Allspark Pictures;;
Cemetery of Splendor;Unrated;Drama;2015;4400.0;Apichatpong Weerasethakul;Apichatpong Weerasethakul;Jenjira Pongpas;Thailand;;98932.0;Kick the Machine;;
Captive;PG-13;Action;2015;6500.0;Jerry Jameson;Brian Bird;Kate Mara;United States;2000000.0;2801508.0;BN Films;;
Our Brand Is Crisis;R;Comedy;2015;21000.0;David Gordon Green;Rachel Boynton;Sandra Bullock;United States;28000000.0;8527658.0;Fortis Films;;
Unfinished Business;R;Comedy;2015;33000.0;Ken Scott;Steve Conrad;Vince Vaughn;United States;35000000.0;14431253.0;New Regency Productions;;
Hot Tub Time Machine 2;R;Comedy;2015;38000.0;Steve Pink;Josh Heald;Rob Corddry;United States;14000000.0;13081651.0;Paramount Pictures;;
Ricki and the Flash;PG-13;Comedy;2015;23000.0;Jonathan Demme;Diablo Cody;Meryl Streep;United States;18000000.0;41325328.0;Clinica Estetico;;
